20-91,36-157,50-218,75-320
163.89,244.8175,4673.0525,511.21
91.685,296.715,720.445,5870.8775
120.92,211.405,1315.15,10083.365
193.96,252.3225,187.9525,4548.345
101.9725,813.6675,1071.3625,20511.7875
42.875,4536.505,384.1825,2557.8875
408.14,2471.155,4931.7175,699.46
291.0325,450.9275,2182.905,4398.805
78.8175,328.435,960.5325,1479.325
31.2225,6383.105,639.3925,128861.5675
70.65,226.3225,3194.395,1546.5425
30.245,113.7975,700.9,2233.5
1098.765,108.305,208.1625,1768.5525
353.4825,289.4675,1134.41,14313.13
149.875,440.445,3660.9575,5940.2525
53.43,2635.14,1193.715,1335.0775
59.2975,123.9575,266.7275,2644.21
197.675,179.3275,2606.6025,4823.1325
298.62,462.2725,2608.715,818.39
106.025,209.6975,998.0675,14278.72
46.6425,301.525,1788.59,8859.62
30.5175,331.2275,215.0775,8866.68
60.2725,310.375,319.7025,1389.415
169.74,670.77,1755.9075,1695.7
48.9525,1048.69,725.745,975.92
142.815,2821.495,5578.1825,43639.035
44.9,410.7325,629.5875,4500.0225
70.8425,1007.435,359.5875,22740.3775
32.2825,163.3725,503.6375,903.5825
86.0075,272.915,460.6175,28461.38
22.805,252.7925,284.14,27030.9
122.515,1221.1175,483.675,5821.53
123.725,1808.39,341.2775,307.445
541.3925,650.6875,266.1125,5272.9125
475.47,374.9225,842.0225,16983.2675
60.6775,222.0675,1445.8325,407.295
42.5725,472.415,846.9925,1312.575
280.4675,716.9125,241.7425,2736.815
99.745,138.15,628.675,1267.6025
108.955,2597.8175,1278.26,5028.3375
44.275,340.365,4110.5,7301.555
39.23,260.3325,374.8225,1567.81
62.8425,1359.47,302.615,11918.7275
117.7375,559.76,420.2375,10308.245
394.58,1268.3275,248.0625,2841.6425
652.355,298.165,1192.1525,5311.8225
100.075,403.7825,318.1975,5086.4325
44.67,235.03,4025.3075,6366.11
157.775,174.595,833.2975,2791.9875
126.6075,761.405,738.975,1363.3975
95.2475,4047.16,13517.5025,9452.8
250.575,1351.6925,1299.405,8922.5675
121.715,747.0625,844.4825,1615.8975
32.145,2058.465,4063.6775,744.91
60.525,54.68,90.795,4403.8875
353.51,231.3075,2404.4975,11284.7325
48.7725,575.6725,15599.115,14137.6675
56.6475,549.445,26355.83,75849.6975
17.92,510.2975,1004.7375,1359.6425
203.71,60.495,268.275,1019.22
83.7525,737.825,254.6675,1020.185
252.8925,546.82,728.315,914.43
59.615,250.9025,1726.6225,649.41
1676.53,147.7075,17144.75,8686.71
100.86,342.6175,230.6875,1019.725
144.8,2089.33,1488.75,2209.0925
48.8275,1003.4275,117.8325,1154.03
62.885,344.535,3690.39,48835.0825
45.7525,1326.4925,968.73,23592.45
137.8575,290.1525,720.5675,8124.84
140.5,179.2825,514.775,23922.315
572.4,526.9825,1582.4,4637.39
320.165,720.65,1827.275,2292.625
379.095,1207.5225,4306.88,7183.3875
184.4525,176.205,549.1675,453.38
258.655,471.9775,2087.505,2403.505
209.89,205.8125,6540.5675,744.61
74.32,1092.39,4178.285,1755.3775
103.89,301.4425,1548.2,1300.185
99.79,420.0125,1063.7375,2930.42
64.59,1055.575,637.895,6585.1275
63.0075,125.895,570.915,6722.82
28.5,217.465,2452.0125,5841.475
15.835,990.1525,1197.2525,3994.5375
38.9325,2847.475,7931.17,1100.77
24.94,225.5975,720.3775,2792.4375
87.235,167.2925,574.9625,2703.32
52.9625,81.465,662.26,664.5
36.8425,136.38,494.785,2895.11
56.5325,253.385,2640.715,26007.885
61.8,287.2975,975.6475,4814.9475
89.485,112.9475,2807.1875,1960.155
235.61,177.43,730.2475,15989.075
81.885,760.8975,436.2075,1027.805
78.8625,1068.9225,832.5875,2516.47
135.825,613.96,422.5575,12479.8025
149.035,910.0925,1941.765,1979.8225
56.965,305.495,2039.345,555.5075
39.4025,1130.2575,2349.3025,805.64
82.4025,770.8575,525.9475,1837.8525
256.335,3908.6175,2856.6225,14138.0725
87.85,728.87,883.2775,63766.025
43.3425,186.5,391.56,2239.9725
164.0375,131.45,1025.8425,19187.93
205.555,130.08,2295.455,664.3425
57.7,190.3525,2537.34,1361.1125
33.1225,340.425,1065.6875,2318.5975
70.525,137.2725,436.9675,2505.315
35.3575,123.11,186.46,9272.18
138.885,1501.525,776.4775,2490.3825
122.515,126.9825,175.26,5858.5525
840.96,653.9675,1047.875,56195.795
48.1825,125.0875,1544.3125,102479.455
164.61,116.895,6685.815,1828.88
88.6325,181.1025,458.37,740.39
163.3725,703.105,564.6925,2394.815
579.45,113.4475,1461.78,3883.3575
38.3775,756.875,923.16,1642.31
320.8625,1167.04,562.535,2358.5775
240.49,88.49,3746.13,338.2675
106.6675,685.1425,2153.3275,5296.195
33.68,183.3575,295.74,3147.455
249.895,118.7925,726.0475,2079.8875
111.5875,129.645,920.6475,578.77
46.43,2331.94,168.175,1983.51
132.9475,269.085,1514.005,657.8825
24.7875,376.0525,739.58,7780.8925
26.9175,596.7275,5756.1375,3500.8825
170.44,190.3775,262.495,499.4225
100.745,2219.1575,861.755,3497.9025
334.19,175.555,324.8025,2683.395
120.445,279.0525,2048.0575,16499.61
39.9,611.7175,673.1425,8553.795
102.1325,3213.205,320.3925,6875.065
94.9,567.065,751.065,3848.56
430.8325,628.58,573.12,411.9925
65.4325,1357.1425,352.4475,12734.5925
276.27,699.0825,762.5175,23954.61
44.8,230.86,130.6225,11539.1075
424.925,264.6275,319.7925,4370.125
117.0025,35.6275,2026.2325,22105.1025
400.1825,350.6575,1217.1625,1551.33
91.275,846.1725,2575.8125,1839.0775
118.315,74.1375,1280.245,25220.43
87.955,176.2475,741.715,9291.2275
63.13,1236.6,1849.29,15607.925
439.21,809.0525,518.23,1135.82
157.0,497.3625,3552.1575,1549.035
373.81,451.6275,1411.8975,588.23
276.63,1178.51,1979.8725,1234.5375
256.0925,783.6,1329.49,11878.545
160.705,659.0025,1411.4125,5926.7175
152.7275,463.1875,3821.155,1866.01
45.6075,237.645,2469.5175,2293.695
596.72,1028.375,2651.6575,11419.71
29.7425,1580.945,1500.9125,770.5075
53.085,263.8675,169.295,956.6425
25.195,3791.8875,1061.4075,888.585
42.7525,412.8475,1840.27,3433.0125
36.2,386.13,647297.8175,3930.6525
98.815,543.0875,507.095,2655.4275
25.0225,241.415,9509.05,632.5
81.5075,172.865,148.4275,1022.0475
33.5375,1078.625,376.4725,35047.625
30.465,676.4275,578.47,2377.07
67.83,586.635,24630.9475,10638.07
27.3725,1063.17,397.185,509.165
91.645,641.805,5054.3675,893.8575
480.69,631.2475,308.295,379.3175
93.15,647.7425,941.0775,95388.8675
54.69,69.395,1811.37,9473.6
63.0825,3500.2025,240.1275,1331.2275
33.1075,692.54,801.3325,1680.615
96.34,107.0025,6308.7225,2160.0075
508.33,339.555,2391.9975,9242.3725
69.7775,282.8475,572.1,245.6625
384.8275,86.43,1411.785,18705.6375
46.1675,159.6025,562.165,650.74
139.895,243.325,3040.485,3537.555
59.9525,349.4025,2481.1425,1813.9625
22.3025,426.9975,1629.0125,415.6325
120.4625,826.715,2892.4325,2496.735
196.015,93.45,2788.045,11130.7275
199.365,62.62,3277.4525,2010.2925
91.1,653.16,361.875,108285.79
86.3675,598.16,3472.3925,2643.49
269.355,399.295,1670.245,7449.215
58.2375,161.38,290.64,2103.3325
208.5725,457.9375,967.545,530.2225
170.63,433.68,2294.435,8209.6875
153.865,451.415,1264.82,572.2925
26.355,172.6075,2286.8675,13851.6775
448.28,1311.6625,1380.185,2814.635
50.9575,2202.8775,1580.2325,690.1075
287.6825,145.2025,3922.46,1223.5375
109.615,1247.89,581.1975,2391.66
96.9275,417.8225,244.7775,43448.8875
61.525,501.535,225.41,84438.2575
79.54,1029.6675,439.53,5535.0825
102.7425,230.2675,1239.55,1099.8125
87.395,291.985,776.2825,15283.3025
35.92,804.9825,1410.465,3018.8575
121.2625,266.7325,273.28,1375.1575
39.12,271.5975,11974.7025,23614.4025
48.435,467.465,2525.1575,1392.4675
138.1325,216.605,1719.475,646.8625
197.0775,98.135,2089.7,1061.56
211.5175,196.71,1384.535,2097.3875
262.6725,534.815,278.1975,303.7825
114.32,2371.145,770.2675,6567.3625
95.83,212.3,657.535,4038.655
389.505,493.545,2129.345,5106.4975
44.1225,412.5375,953.6775,30514.11
37.63,2165.705,864.62,9512.305
210.1875,183.6775,380.595,6393.555
67.22,399.6275,1570.1825,34479.27
343.085,591.2175,131.815,15627.9375
173.3025,865.4325,531.3575,4377.6375
144.15,321.6175,622.6075,7218.545
275.14,497.3825,243.4425,97426.53
69.9675,8245.99,1116.7275,1470.1025
72.2225,436.5875,615.5125,2366.435
99.5125,1074.805,148.5275,608.7475
130.4425,46.545,1211.1075,53004.62
52.375,165.9375,501.56,2281.15
358.1875,568.3325,1719.835,1105.7675
229.8225,875.3375,2095.6275,660.355
50.7,1642.1875,799.9675,882.2975
165.84,15175.405,2603.865,1036.5175
142.3,774.2075,2111.72,2734.47
90.9025,90.93,105.5375,11415.7875
103.78,769.51,3844.475,1316.0875
44.7975,2814.1,329.845,36284.7075
70.01,75.2225,2368.01,10374.855
35.0525,301.0775,279.1625,6752.74
562.7,147.975,221.9075,1050.97
55.71,152.54,7896.0925,2785.7725
135.7475,3189.94,1465.475,490.305
40.96,4366.505,444.0025,2978.2325
31.4575,376.3625,634.5775,1868.225
24.415,502.1975,1905.4925,5574.9625
264.6575,310.285,111.74,5970.855
178.5725,199.2625,136.2475,3590.6425
85.61,143.885,133.62,3596.445
53.895,3092.345,4458.28,24069.2225
55.8675,901.08,1385.8775,9648.21
56.6225,1038.635,631.0675,392.615
42.5025,953.3175,894.3425,976.29
764.495,104.0325,253.1825,952.0125
57.3475,1481.4175,24804.24,381.99
152.82,246.055,364.41,9297.21
57.06,280.5525,968.2475,9664.235
83.2325,738.2275,5059.465,3042.845
109.675,149.39,3378.6625,826.5725
81.4125,518.615,16593.395,1393.0575
88.255,299.3675,493.41,1533.305
129.1575,206.5975,437.1625,5365.8375
81.8375,212.295,224.2125,268.5475
422.96,170.29,32939.14,8701.635
31.1125,438.215,1236.0175,2445.36
60.2725,843.215,112.795,4269.9825
202.97,286.675,8050.8625,2869.8975
106.9,1267.055,9489.6675,3925.7325
131.365,313.87,1652.605,971.75
192.69,345.7775,3634.1375,1518.2575
48.4175,226.5675,1428.6075,3639.57
112.075,1703.66,379.1675,13067.28
50.3675,1436.6625,1124.1675,15165.7325
87.53,347.16,2237.975,663.2675
440.145,277.43,332.3325,892.2325
35.025,641.4225,631.1225,2742.1475
141.71,407.79,7349.25,1155.4625
642.4075,274.41,992.0,8270.1425
28.8575,1155.205,442.16,1089.3075
68.9675,261.755,1461.59,2511.0925
57.27,220.2025,373.035,2228.7125
563.6775,123.3625,1083.6325,1740.4
39.4125,247.2675,326.6875,1818.875
53.585,891.3075,861.815,3584.63
158.23,192.2325,445.7825,1736.7425
48.38,65.2475,945.2125,9688.675
99.9425,446.6875,1491.47,1002.935
351.15,299.1225,637.3,9697.3725
118.0325,219.355,1883.93,2908.01
