20-91,36-157,50-218,75-320
83.725,1006.54,342.4375,1114.785
99.805,549.2825,181.15,205.35
239.135,306.5875,173.285,2746.455
256.655,227.9,507.8175,3706.985
41.2475,179.02,677.435,252.9325
44.74,163.0575,404.6925,701.765
134.09,368.06,153.5075,1163.18
81.22,115.78,284.4875,694.6725
83.5,992.2375,471.78,1344.2825
35.0625,241.015,1143.5875,3662.6925
35.5825,171.485,248.5125,878.2075
51.22,824.2825,197.9425,2525.945
65.73,248.08,222.4925,2434.4175
336.85,724.7525,194.9525,1015.415
228.665,189.6575,1076.78,3191.975
113.765,250.8,173.6825,1383.3775
44.5975,116.7175,1454.305,1152.7
117.09,113.635,723.6575,1145.6325
91.4825,365.1175,298.5075,662.9675
75.3325,1586.605,5195.945,3511.9225
115.945,377.305,610.0875,1963.4125
74.7425,433.19,397.4875,574.69
31.905,552.49,878.725,339.9775
39.1325,52.185,83.33,2043.575
165.335,113.755,906.955,2752.9125
31.0575,318.35,3364.75,7367.85
44.045,228.24,5823.4875,14421.26
19.265,229.455,816.8575,627.0775
100.07,52.75,175.72,477.7225
59.025,425.07,157.715,515.9425
152.56,186.4925,325.5925,451.325
41.4325,135.9175,725.455,389.76
561.885,109.9375,4172.7425,968.355
83.9275,353.15,157.725,562.43
89.905,591.3125,722.6,742.75
44.2425,599.975,98.98,703.045
51.405,224.4725,1346.06,20906.71
42.525,974.5,525.345,3983.665
111.5925,150.4025,419.0625,4636.9
119.775,118.875,235.86,5018.0075
166.94,305.4125,387.93,1256.715
198.63,395.7525,655.07,934.5925
221.1675,781.35,2276.38,1740.115
124.9075,125.995,360.035,259.8025
147.95,253.01,986.4325,767.4625
135.485,154.575,2105.6425,359.095
59.72,398.665,1911.3425,793.55
71.24,180.0875,731.4575,600.6875
86.07,155.6275,368.5525,1391.9325
45.305,846.2625,383.25,1290.19
43.66,82.965,361.29,2353.9475
25.485,129.3625,998.12,1271.1075
17.2325,469.3675,586.2625,680.5875
33.135,896.06,3977.7875,415.355
24.3125,162.255,339.9575,1377.62
51.995,91.18,243.4375,1195.96
44.4725,68.305,327.2325,354.675
44.635,101.255,314.325,1226.785
41.73,187.1525,834.635,4028.6675
40.4425,163.98,519.3325,1232.885
59.4725,82.635,615.22,531.9325
109.455,133.355,251.135,14245.7675
57.7925,469.84,201.56,489.85
54.2675,334.365,438.305,1148.7875
94.29,265.35,238.6475,3734.07
91.03,349.6625,601.9875,962.1825
48.065,170.875,975.91,353.465
34.0,492.635,568.4225,439.305
58.38,343.0075,330.36,806.7225
144.8675,1717.7875,1885.695,4010.7125
46.2625,545.8725,399.1,13790.3425
32.2025,131.21,219.9725,1245.6975
99.635,89.985,521.5025,6001.2275
141.255,74.1575,1089.6375,350.2475
47.445,134.295,1279.3275,728.8975
29.7925,172.9275,597.3075,801.755
57.4825,93.6875,223.825,1257.8925
33.0275,102.7375,118.44,2926.02
85.2375,589.3875,657.775,1038.695
123.545,85.7175,127.2175,2190.98
364.81,376.97,469.715,22814.9075
33.9675,101.1,608.4825,10287.8125
125.935,95.8725,2676.9575,866.81
87.3825,141.2375,253.105,393.1875
109.9525,302.9975,311.4425,1269.25
202.395,89.04,812.9925,1187.2625
28.995,350.36,395.3,688.4725
171.9225,396.755,296.3825,763.2375
95.1575,72.44,920.895,220.8
90.03,288.595,614.8475,2304.84
28.2075,130.5575,177.865,814.8875
158.89,94.5275,430.9275,816.6525
72.4575,92.305,430.79,336.2225
49.38,729.29,122.035,803.9275
88.7025,194.655,625.945,279.7425
27.215,206.8275,324.9425,2034.1975
26.7125,305.9975,1219.2425,1129.9975
115.44,126.7725,193.48,286.9675
83.7525,678.135,312.465,1346.69
155.1625,122.1575,220.99,642.205
69.8525,213.245,828.07,4123.8875
31.25,358.985,383.2375,2506.6975
63.45,810.1825,198.645,3384.7
65.9875,294.185,426.695,1727.1175
180.6775,347.73,233.1475,225.8175
48.75,474.885,257.3325,2982.69
144.265,231.095,407.14,2717.88
38.705,133.1675,104.07,3523.785
204.57,144.91,225.2225,1708.9825
67.14,32.085,532.77,4658.5975
192.5175,244.1575,674.8975,705.1325
62.3,341.7225,1160.495,918.505
133.585,63.1425,481.785,7198.3125
49.85,132.2625,324.2375,4759.2375
56.825,589.975,361.73,3141.0075
196.91,352.2525,239.38,494.21
95.66,358.345,823.0725,477.3275
181.33,215.2275,775.8125,319.015
123.63,572.69,707.7675,455.655
107.13,334.415,504.83,5563.4325
143.72,465.17,674.7225,1985.8125
79.7,198.4,1431.645,1039.6625
34.0425,133.5325,485.1725,789.2425
317.865,441.5625,1968.96,5838.105
25.1575,360.075,415.455,520.4675
37.415,122.7,110.3175,558.365
29.17,670.925,506.345,508.5
34.2725,273.3575,840.89,997.645
25.715,238.05,129882.9725,1348.9825
74.1025,239.575,267.555,1181.8675
21.47,177.2825,2456.35,382.48
56.5025,114.545,118.9025,514.6475
37.1775,382.83,252.705,7422.1475
20.9925,351.0675,246.5825,1115.63
52.645,353.025,6731.23,3256.38
21.275,391.47,255.0175,307.6925
93.55,391.3975,1287.5825,422.14
208.465,201.74,202.115,261.2175
96.295,329.21,393.3025,9771.5925
48.7875,60.1625,784.94,1767.1
48.495,1542.9075,154.0875,662.1425
37.2925,243.2375,438.575,610.9975
51.9425,87.9525,1465.0425,1202.2625
189.03,191.7475,1366.0225,3273.91
51.65,259.3025,278.5275,186.4925
117.9625,71.6125,498.735,1930.17
36.0025,108.565,289.8675,351.1
66.9,131.615,1141.685,1372.165
45.93,160.7725,851.3675,933.8025
22.3225,343.1025,766.5525,207.405
92.59,307.995,847.67,1333.9425
170.96,69.185,1293.7,4300.9775
114.2,56.3075,917.1,794.9925
64.4875,267.4375,207.9025,13164.735
80.12,373.4525,1482.07,897.8275
149.3125,228.2925,635.395,6929.1925
57.8375,116.555,176.035,819.68
114.83,269.365,441.5475,305.985
90.735,305.485,553.495,5812.9
100.5675,241.89,1138.465,368.785
24.0825,93.56,1306.43,2201.26
217.425,420.6075,716.1475,1204.8475
42.8775,621.02,640.275,355.47
161.96,93.79,739.1775,704.03
75.93,566.17,246.4,844.7075
71.27,209.68,153.71,6311.55
36.56,316.2275,143.6225,8114.5475
86.14,648.8075,298.065,1886.635
78.3825,137.7475,670.315,614.9725
65.85,152.515,466.1675,3392.09
32.56,481.245,654.6975,892.4125
55.295,189.545,171.28,487.4525
37.8425,152.665,2068.7075,12620.53
43.935,233.0,1466.64,848.6025
84.38,121.31,868.2575,356.35
102.645,79.0625,786.275,501.1375
109.7575,133.3225,566.9575,853.9175
136.485,253.175,168.915,209.235
63.7375,772.1775,452.13,1844.7975
90.93,177.5025,222.855,2178.68
155.5925,267.805,1029.885,1691.84
33.58,317.715,524.2575,8173.4225
25.865,897.745,339.84,3295.2375
123.51,112.69,232.61,2479.4075
51.9875,252.19,971.85,6453.5
147.545,235.7625,87.775,3159.7925
74.2125,374.2625,335.2825,1979.5825
104.7325,154.59,314.36,1287.715
158.07,243.9125,151.8875,18948.35
54.535,2658.41,505.1775,775.9275
41.335,257.15,334.7175,1185.545
52.665,395.1875,122.1675,358.375
78.7325,39.5025,828.175,8804.8575
46.11,92.4175,341.5825,871.9675
136.0025,256.5225,756.2825,576.84
152.98,287.935,437.3625,380.415
35.69,863.6,435.7075,338.305
98.895,2424.3525,821.785,554.4775
81.15,368.475,810.4225,1945.88
70.895,79.105,87.845,3290.9325
73.54,412.5975,2207.1075,702.05
33.81,637.35,195.78,10736.57
49.515,61.2525,726.1975,2520.46
25.805,237.0775,200.815,2897.54
232.945,134.5275,145.1825,597.3375
48.31,96.1175,4137.845,887.0925
85.1725,1302.51,851.2925,330.28
30.51,2307.015,267.7525,1230.0325
28.825,242.76,261.2675,670.9675
22.4625,231.11,660.11,1417.2225
125.275,226.85,87.9,2063.7025
95.3625,149.6525,106.2225,1956.215
89.01,108.0075,95.665,1029.9425
45.3875,741.7725,2145.24,8773.0025
46.315,414.0,822.895,1849.4025
40.8475,667.5,375.3425,263.825
38.72,628.7575,545.78,553.8275
230.495,85.4225,149.165,420.1825
46.7425,575.6925,2766.0525,235.6325
121.765,161.375,259.5525,3416.9375
54.7875,207.65,626.215,2452.33
66.8,497.31,1857.135,1140.8775
62.475,140.6675,898.8675,416.045
77.885,302.7425,4085.4075,824.03
65.7525,148.355,236.2725,740.8475
59.7125,104.225,269.0575,2189.8225
49.7275,143.9975,137.7975,203.095
244.845,176.71,7208.095,1548.275
27.5275,214.2175,674.7225,878.155
58.0025,446.155,93.98,1805.6175
157.605,180.125,1536.085,896.4325
64.06,982.1425,1475.895,1210.165
86.8975,232.73,758.22,531.995
126.56,201.33,1605.8125,616.875
41.435,109.3475,1000.8325,1077.595
93.25,665.0025,256.115,5637.02
41.905,609.055,696.0625,4091.945
81.0325,181.69,868.38,369.5675
201.4425,209.0025,215.8325,381.71
37.45,378.145,335.9775,1378.7
77.84,189.5225,1930.9325,573.7
329.33,173.0075,348.295,3596.6225
24.9125,428.27,234.83,506.73
57.3225,136.0375,673.665,1041.685
55.875,129.37,193.33,1383.9825
388.1375,103.92,494.5625,839.1725
35.295,112.975,170.6925,580.4875
54.88,302.475,412.855,1588.1925
119.5675,135.57,225.7075,606.0775
38.4825,59.475,416.28,2354.395
63.3525,226.415,874.6775,542.62
168.1675,154.5425,268.3575,4202.575
71.35,124.4625,762.1325,989.5225
